"","State","County","Year","Forest","Agriculture","Urban","Suburban","Rural"
"319","MARYLAND","DORCHESTER County",1997,33.163,28.688,0.128,2.792,2.313
"320","MARYLAND","SOMERSET County",1997,40.567,20.798,0.086,2.988,3.04
"321","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA",1998,7.982,0.105,12.09,56.004,14.042
"322","VIRGINIA","WYTHE County",1998,54.163,37.61,0.092,2.013,4.983
"323","VIRGINIA","CAMPBELL County",1998,59.043,24.173,0.163,2.831,6.638
"324","VIRGINIA","TAZEWELL County",1998,71.151,20.844,0.127,2.248,5.108
"325","VIRGINIA","CARROLL County",1998,61.903,28.538,0.029,1.084,7.001
"326","VIRGINIA","CRAIG County",1998,84.823,11.093,0.002,0.307,3.27
"327","VIRGINIA","PULASKI County",1998,56.886,29.694,0.231,3.738,6.226
"328","VIRGINIA","ROANOKE County",1998,68.972,10.057,0.404,7.739,12.335
"329","VIRGINIA","MONTGOMERY County",1998,62.023,23.867,0.323,5.143,7.894
"330","VIRGINIA","ARLINGTON County",1998,2.942,0,10.859,63.528,22.047
"331","VIRGINIA","PITTSYLVANIA County",1998,59.548,26.49,0.039,1.826,5.645
"332","VIRGINIA","HIGHLAND County",1998,79.337,16.765,0.004,0.21,2.384
"333","VIRGINIA","ROCKBRIDGE County",1998,69.239,23.938,0.053,1.419,4.655
"334","VIRGINIA","SMYTH County",1998,68.681,24.239,0.141,1.771,4.77
"335","VIRGINIA","RAPPAHANNOCK County",1998,68.291,27.832,0.002,0.382,3.199
"336","VIRGINIA","BLAND County",1998,78.485,17.519,0.006,0.598,2.976
"337","VIRGINIA","GILES County",1998,79.922,13.132,0.086,1.567,4.228
"338","VIRGINIA","SPOTSYLVANIA County",1998,66.305,13.279,0.189,3.92,7.795
"339","VIRGINIA","WISE County",1998,80.321,3.715,0.087,2.88,5.178
"340","VIRGINIA","FREDERICK County",1998,55.384,32.239,0.234,4.406,6.827
"341","VIRGINIA","SHENANDOAH County",1998,60.211,30.955,0.087,2.591,5.569
"342","VIRGINIA","PATRICK County",1998,76.478,15.397,0.02,0.593,5.69
"343","VIRGINIA","NELSON County",1998,78.576,13.524,0.008,0.68,4.547
"344","VIRGINIA","ALBEMARLE County",1998,66.619,22.675,0.103,1.894,6.632
"345","VIRGINIA","GREENE County",1998,67.293,24.441,0.032,1.254,6.326
"346","VIRGINIA","MADISON County",1998,61.902,32.936,0.017,0.6,4.078
"347","VIRGINIA","PAGE County",1998,66.426,24.401,0.063,2.497,5.44
"348","VIRGINIA","STAFFORD County",1998,67.468,9.983,0.222,6.031,9.851
"349","VIRGINIA","ALLEGHANY County",1998,89.172,4.786,0.081,1.633,3.302
"350","VIRGINIA","WARREN County",1998,63.458,22.985,0.259,3.664,7.965
"351","VIRGINIA","SCOTT County",1998,73.878,17.455,0.03,1.098,4.991
"352","VIRGINIA","ROCKINGHAM County",1998,57.54,34.214,0.072,2.619,5.123
"353","VIRGINIA","APPOMATTOX County",1998,64.314,21.718,0.04,1.154,4.937
"354","VIRGINIA","LOUDOUN County",1998,37.063,47.787,0.437,5.854,7.846
"355","VIRGINIA","RUSSELL County",1998,63.26,29.105,0.038,1.525,4.616
"356","VIRGINIA","DICKENSON County",1998,88.343,2.787,0.008,0.857,4.466
"357","VIRGINIA","AUGUSTA County",1998,57.394,35.033,0.095,2.122,4.999
"358","VIRGINIA","ORANGE County",1998,56.583,33.878,0.066,1.119,5.574
"359","VIRGINIA","BUCHANAN County",1998,92.468,0.525,0.024,1.538,3.421
"360","VIRGINIA","HENRY County",1998,70.743,12.448,0.378,3.939,7.958
"361","VIRGINIA","FRANKLIN County",1998,65.356,22.881,0.058,1.378,6.459
"362","VIRGINIA","SOUTHAMPTON County",1998,59.419,29.563,0.015,1.467,2.923
"363","VIRGINIA","LEE County",1998,66.916,22.078,0.019,1.429,5.901
"364","VIRGINIA","BEDFORD County",1998,61.526,26.625,0.052,1.674,6.513
"365","VIRGINIA","FAUQUIER County",1998,48.583,43.582,0.046,1.54,5.008
"366","VIRGINIA","CULPEPER County",1998,48.112,42.73,0.094,1.593,5.074
"367","VIRGINIA","KING WILLIAM County",1998,62.502,20.892,0.065,1.193,3.273
"368","VIRGINIA","CLARKE County",1998,37.672,54.008,0.046,1.927,5.332
"369","VIRGINIA","FAIRFAX County",1998,32.038,3.053,2.226,33.114,26.608
"370","VIRGINIA","AMHERST County",1998,76.833,13.897,0.055,1.38,4.933
"371","VIRGINIA","BOTETOURT County",1998,74.055,17.195,0.071,1.827,5.002
"372","VIRGINIA","BATH County",1998,89.735,6.18,0.01,0.369,2.338
"373","VIRGINIA","GRAYSON County",1998,65.483,26.505,0.016,0.542,5.201
"374","VIRGINIA","LOUISA County",1998,68.467,16.445,0.062,1.138,5.291
"375","VIRGINIA","DINWIDDIE County",1998,67.335,14.244,0.065,2.298,4.335
"376","VIRGINIA","HALIFAX County",1998,66.698,21.294,0.078,1.454,4.3
"377","VIRGINIA","KING AND QUEEN County",1998,66.189,17.067,0.004,0.719,3.014
"378","VIRGINIA","PRINCE WILLIAM County",1998,51.918,18.461,0.855,12.412,12.837
"379","VIRGINIA","CHESAPEAKE",1998,50.832,23.163,1.281,13.233,6.55
"380","VIRGINIA","VIRGINIA BEACH",1998,22.919,14.226,2.522,24.536,8.001
"381","VIRGINIA","NORFOLK",1998,2.796,0.005,18.39,59.171,8.325
"382","VIRGINIA","CHARLOTTE County",1998,66.211,20.577,0.015,0.906,4.21
"383","VIRGINIA","FLOYD County",1998,62.737,29.938,0.009,0.565,6.02
"384","VIRGINIA","BUCKINGHAM County",1998,72.57,12.889,0.008,0.614,3.983
"385","VIRGINIA","COVINGTON",1998,39.113,6.197,5.021,34.181,14.09
"386","VIRGINIA","WASHINGTON County",1998,57.397,33.455,0.11,2.145,5.974
"387","VIRGINIA","SALEM",1998,10.2,3.135,7.613,48.578,30.456
"388","VIRGINIA","ROANOKE City",1998,9.505,2.418,9.59,50.469,27.479
"389","VIRGINIA","DANVILLE",1998,33.918,6.148,4.324,32.136,20.757
"390","VIRGINIA","CHARLOTTESVILLE",1998,7.624,0.271,6.148,51.758,33.848
"391","VIRGINIA","KING GEORGE County",1998,64.918,18.308,0.101,2.58,5.509
"392","VIRGINIA","HANOVER County",1998,62.258,21.07,0.295,4.941,7.191
"393","VIRGINIA","SALEM City",1998,10.2,3.135,7.613,48.578,30.456
"394","VIRGINIA","PORTSMOUTH",1998,4.58,1.292,9.799,55.451,8.813
"395","VIRGINIA","LUNENBURG County",1998,69.609,15.653,0.037,0.986,4.185
"396","VIRGINIA","SUFFOLK",1998,54.84,25.97,0.257,4.685,4.612
"397","VIRGINIA","ALEXANDRIA",1998,2.344,0.011,16.831,63.652,14.925
"398","VIRGINIA","HENRICO County",1998,39.159,9.957,1.835,25.372,17.536
"399","VIRGINIA","RICHMOND City",1998,10.075,0.058,10.581,53.469,22.013
"400","VIRGINIA","NORTHAMPTON County",1998,14.44,23.199,0.051,2.426,1.356
"401","VIRGINIA","MATHEWS County",1998,56.134,10.298,0.033,2.208,4.363
"402","VIRGINIA","HAMPTON",1998,12.3,0.44,6.374,49.426,12.274
"403","VIRGINIA","FRANKLIN City",1998,35.819,18.98,2.486,26.981,12.238
"404","VIRGINIA","WESTMORELAND County",1998,54.726,27.761,0.046,2.409,4.74
"405","VIRGINIA","LANCASTER County",1998,55.645,20.574,0.063,2.119,6.099
"406","VIRGINIA","MIDDLESEX County",1998,56.424,22.085,0.067,2.948,5.012
"407","VIRGINIA","BRUNSWICK County",1998,68.85,11.152,0.018,1.356,3.9
"408","VIRGINIA","PETERSBURG",1998,31.425,6.361,4.664,41.21,12.891
"409","VIRGINIA","ESSEX County",1998,59.473,24.782,0.069,1.434,3.275
"410","VIRGINIA","CAROLINE County",1998,71.99,13.978,0.041,1.578,4.338
"411","VIRGINIA","ISLE OF WIGHT County",1998,51.875,31.648,0.149,3.069,4.425
"412","VIRGINIA","EMPORIA",1998,35.481,10.306,3.535,32.96,14.447
"413","VIRGINIA","COLONIAL HEIGHTS",1998,21.114,0,5.486,56.205,11.263
"414","VIRGINIA","CHESTERFIELD County",1998,59.227,4.01,0.727,12.032,16.21
"415","VIRGINIA","NEW KENT County",1998,67.789,9.848,0.01,1.795,5.03
"416","VIRGINIA","AMELIA County",1998,68.038,19.749,0.016,0.847,3.879
"417","VIRGINIA","SURRY County",1998,64.711,21.444,0.05,0.894,3.177
"418","VIRGINIA","WILLIAMSBURG",1998,42.148,0.328,1.603,27.368,25.978
"419","VIRGINIA","YORK County",1998,49.082,2.683,0.694,13.254,12.071
"420","VIRGINIA","SUSSEX County",1998,68.003,16.766,0.022,1.529,2.622
"421","VIRGINIA","POQUOSON",1998,13.791,0.056,0.19,16.342,8.185
"422","VIRGINIA","MECKLENBURG County",1998,57.307,20.358,0.077,1.939,4.825
"423","VIRGINIA","MARTINSVILLE",1998,29.337,0.851,5.208,34.353,29.483
"424","VIRGINIA","NEWPORT NEWS",1998,20.801,1.017,7.523,44.721,15.496
"425","VIRGINIA","NOTTOWAY County",1998,66.293,17.191,0.185,2.747,5.046
"426","VIRGINIA","GREENSVILLE County",1998,66.611,18.904,0.036,1.919,2.717
"427","VIRGINIA","NORTHUMBERLAND County",1998,50.623,27.293,0.033,1.794,5.667
"428","VIRGINIA","RICHMOND County",1998,60.045,25.498,0.036,1.426,3.694
"429","VIRGINIA","PRINCE GEORGE County",1998,63.171,14.798,0.146,4.274,4.397
"430","VIRGINIA","JAMES CITY County",1998,54.601,7.53,0.348,7.215,12.044
"431","VIRGINIA","GLOUCESTER County",1998,57.34,11.537,0.073,3.078,5.057
"432","VIRGINIA","WAYNESBORO",1998,21.681,20.793,4.948,34.087,18.306
"433","VIRGINIA","HARRISONBURG",1998,8.674,19.201,7.268,45.037,19.628
"434","VIRGINIA","STAUNTON",1998,17.96,31.092,2.397,28.158,20.098
"435","VIRGINIA","LYNCHBURG",1998,37.027,5.929,3.366,27.801,24.777
"436","VIRGINIA","FREDERICKSBURG",1998,30.7,6.581,3.713,41.231,16.256
"437","VIRGINIA","FALLS CHURCH",1998,0.392,0,9.801,55.848,33.959
"438","VIRGINIA","MANASSAS City",1998,4.578,4.458,6.534,62.108,22.079
"439","VIRGINIA","MANASSAS PARK",1998,25.733,1.875,4.122,42.133,25.69
"440","VIRGINIA","FAIRFAX City",1998,4.861,0,8.163,57.973,28.998
"441","VIRGINIA","BEDFORD City",1998,NA,NA,NA,NA,NA
"442","VIRGINIA","CHARLES CITY",1998,64.156,14.802,0.014,0.742,2.821
"443","VIRGINIA","POWHATAN County",1998,72.98,16.153,0.01,0.8,5.522
"444","VIRGINIA","HOPEWELL",1998,17.481,0.142,9.588,56.703,10.186
"445","VIRGINIA","ACCOMACK County",1998,28.238,22.76,0.086,3.263,2.478
"446","VIRGINIA","WINCHESTER",1998,8.25,7.827,9.95,54.279,19.574
"447","VIRGINIA","NORTON",1998,62.057,0.332,2.191,20.503,11.666
"448","VIRGINIA","BRISTOL",1998,18.977,8.829,5.987,42.847,22.748
"449","VIRGINIA","LEXINGTON",1998,7.484,3.209,2.917,47.41,37.835
"450","VIRGINIA","CUMBERLAND County",1998,72.385,17.159,0.023,0.702,4.036
"451","VIRGINIA","BUENA VISTA",1998,42.678,12.596,2.228,29.53,11.461
"452","VIRGINIA","PRINCE EDWARD County",1998,68.917,18.074,0.076,1.77,5.053
"453","VIRGINIA","GOOCHLAND County",1998,67.628,18.574,0.014,1.428,6.401
"454","VIRGINIA","GALAX",1998,27.574,16.632,4.566,23.728,27.002
"455","VIRGINIA","RADFORD",1998,33.919,8.404,2.348,32.737,18.391
"456","VIRGINIA","FLUVANNA County",1998,69.832,16.353,0.015,0.9,5.951
"457","MARYLAND","WASHINGTON County",1998,39.528,42.171,0.551,7.745,7.59
"458","MARYLAND","FREDERICK County",1998,34.069,49.669,0.406,6.502,8.235
"459","MARYLAND","BALTIMORE County",1998,36.092,23.466,2.155,20.001,13.538
"460","MARYLAND","HARFORD County",1998,40.847,31.729,0.601,9.353,10.857
"461","MARYLAND","CECIL County",1998,37.882,38.513,0.308,5.57,7.884
"462","MARYLAND","MONTGOMERY County",1998,30.392,25.777,1.244,20.303,19.828
"463","MARYLAND","HOWARD County",1998,33.84,29.332,1.064,17.083,17.776
"464","MARYLAND","BALTIMORE CITY",1998,4.247,0.088,25.138,54.457,10.012
"465","MARYLAND","CARROLL County",1998,28.111,53.459,0.256,6.886,10.176
"466","MARYLAND","PRINCE GEORGE'S County",1998,41.189,11.015,2.065,25.709,14.001
"467","MARYLAND","ANNE ARUNDEL County",1998,40.112,10.275,1.653,22.731,14.538
"468","MARYLAND","GARRETT County",1998,72.593,17.023,0.029,1.481,4.733
"469","MARYLAND","ALLEGANY County",1998,77.457,9.086,0.396,4.711,5.869
"470","MARYLAND","CALVERT County",1998,55.511,13.269,0.18,5.307,10.809
"471","MARYLAND","ST. MARY'S County",1998,50.849,21.029,0.404,5.459,7.138
"472","MARYLAND","TALBOT County",1998,23.698,49.415,0.197,4.57,5.027
"473","MARYLAND","CAROLINE County",1998,31.193,57.175,0.1,3.961,4.247
"474","MARYLAND","QUEEN ANNE'S County",1998,25.564,56.733,0.129,4.485,5.32
"475","MARYLAND","CHARLES County",1998,63.442,14.218,0.232,5.136,7.007
"476","MARYLAND","KENT County",1998,24.051,59.526,0.109,3.093,3.939
"477","MARYLAND","WORCESTER County",1998,41.921,24.834,0.525,3.486,3.273
"478","MARYLAND","WICOMICO County",1998,43.302,33.646,0.546,7.183,5.704
"479","MARYLAND","DORCHESTER County",1998,33.077,28.655,0.128,2.803,2.326
"480","MARYLAND","SOMERSET County",1998,40.439,20.759,0.086,2.994,3.055
"481","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA",1999,7.971,0.104,12.118,56.054,13.951
"482","VIRGINIA","WYTHE County",1999,54.035,37.611,0.097,2.066,4.959
"483","VIRGINIA","CAMPBELL County",1999,59.316,24.237,0.173,2.928,6.604
"484","VIRGINIA","TAZEWELL County",1999,71.075,20.857,0.133,2.292,5.095
"485","VIRGINIA","CARROLL County",1999,61.87,28.539,0.032,1.108,7.003
"486","VIRGINIA","CRAIG County",1999,84.814,11.1,0.002,0.313,3.269
"487","VIRGINIA","PULASKI County",1999,56.806,29.638,0.244,3.811,6.239
"488","VIRGINIA","ROANOKE County",1999,68.949,10.011,0.436,7.927,12.196
"489","VIRGINIA","MONTGOMERY County",1999,61.983,23.806,0.341,5.352,7.756
"490","VIRGINIA","ARLINGTON County",1999,2.944,0,10.903,63.554,21.964
"491","VIRGINIA","PITTSYLVANIA County",1999,59.218,26.52,0.045,1.881,5.63
"492","VIRGINIA","HIGHLAND County",1999,79.305,16.775,0.005,0.218,2.384
"493","VIRGINIA","ROCKBRIDGE County",1999,69.219,23.915,0.058,1.446,4.66
"494","VIRGINIA","SMYTH County",1999,68.636,24.246,0.146,1.792,4.761
"495","VIRGINIA","RAPPAHANNOCK County",1999,68.244,27.813,0.002,0.391,3.212
"496","VIRGINIA","BLAND County",1999,78.41,17.547,0.007,0.609,2.973
"497","VIRGINIA","GILES County",1999,79.892,13.144,0.091,1.587,4.219
"498","VIRGINIA","SPOTSYLVANIA County",1999,65.826,13.207,0.219,4.301,7.652
"499","VIRGINIA","WISE County",1999,80.031,3.723,0.095,2.927,5.16
"500","VIRGINIA","FREDERICK County",1999,55.235,32.149,0.266,4.635,6.738
"501","VIRGINIA","SHENANDOAH County",1999,60.133,30.85,0.097,2.666,5.584
"502","VIRGINIA","PATRICK County",1999,76.312,15.434,0.023,0.635,5.674
"503","VIRGINIA","NELSON County",1999,78.157,13.544,0.01,0.704,4.552
"504","VIRGINIA","ALBEMARLE County",1999,66.461,22.673,0.113,2.007,6.601
"505","VIRGINIA","GREENE County",1999,67.129,24.419,0.04,1.401,6.339
"506","VIRGINIA","MADISON County",1999,61.873,32.947,0.019,0.622,4.08
"507","VIRGINIA","PAGE County",1999,66.421,24.369,0.068,2.548,5.437
"508","VIRGINIA","STAFFORD County",1999,67.158,9.935,0.251,6.509,9.76
"509","VIRGINIA","ALLEGHANY County",1999,89.056,4.792,0.084,1.649,3.32
"510","VIRGINIA","WARREN County",1999,63.469,22.842,0.306,3.807,7.924
"511","VIRGINIA","SCOTT County",1999,73.752,17.496,0.034,1.137,4.975
"512","VIRGINIA","ROCKINGHAM County",1999,57.409,34.156,0.082,2.726,5.087
"513","VIRGINIA","APPOMATTOX County",1999,64.397,21.793,0.041,1.18,4.943
"514","VIRGINIA","LOUDOUN County",1999,36.741,47.436,0.568,6.789,7.467
"515","VIRGINIA","RUSSELL County",1999,63.045,29.192,0.043,1.59,4.589
"516","VIRGINIA","DICKENSON County",1999,88.069,2.849,0.008,0.884,4.475
"517","VIRGINIA","AUGUSTA County",1999,57.319,34.985,0.107,2.208,4.979
"518","VIRGINIA","ORANGE County",1999,56.307,33.9,0.073,1.162,5.594
"519","VIRGINIA","BUCHANAN County",1999,92.313,0.533,0.025,1.555,3.441
"520","VIRGINIA","HENRY County",1999,70.417,12.495,0.391,4.012,7.936
"521","VIRGINIA","FRANKLIN County",1999,65.287,22.914,0.064,1.435,6.452
"522","VIRGINIA","SOUTHAMPTON County",1999,58.85,29.525,0.018,1.489,2.925
"523","VIRGINIA","LEE County",1999,66.826,22.078,0.023,1.529,5.854
"524","VIRGINIA","BEDFORD County",1999,61.384,26.639,0.061,1.752,6.509
"525","VIRGINIA","FAUQUIER County",1999,48.506,43.549,0.051,1.585,5.042
"526","VIRGINIA","CULPEPER County",1999,47.799,42.652,0.102,1.663,5.102
"527","VIRGINIA","KING WILLIAM County",1999,62.419,20.904,0.075,1.217,3.286
"528","VIRGINIA","CLARKE County",1999,37.652,53.977,0.048,1.969,5.35
"529","VIRGINIA","FAIRFAX County",1999,31.575,2.946,2.39,34.005,26.124
"530","VIRGINIA","AMHERST County",1999,76.685,13.955,0.06,1.411,4.926
"531","VIRGINIA","BOTETOURT County",1999,73.985,17.17,0.077,1.885,4.997
"532","VIRGINIA","BATH County",1999,89.758,6.183,0.01,0.374,2.338
"533","VIRGINIA","GRAYSON County",1999,65.369,26.527,0.017,0.583,5.179
"534","VIRGINIA","LOUISA County",1999,67.783,16.476,0.066,1.178,5.31
"535","VIRGINIA","DINWIDDIE County",1999,67.618,14.26,0.073,2.377,4.289
"536","VIRGINIA","HALIFAX County",1999,66.377,21.283,0.094,1.476,4.293
"537","VIRGINIA","KING AND QUEEN County",1999,66.163,17.083,0.006,0.741,3.013
"538","VIRGINIA","PRINCE WILLIAM County",1999,51.439,18.205,0.926,13.268,12.642
"539","VIRGINIA","CHESAPEAKE",1999,50.657,23.011,1.395,13.762,6.181
"540","VIRGINIA","VIRGINIA BEACH",1999,22.796,14.032,2.618,25.126,7.612
"541","VIRGINIA","NORFOLK",1999,2.796,0.023,18.539,59.159,8.144
"542","VIRGINIA","CHARLOTTE County",1999,66.145,20.643,0.017,0.923,4.209
"543","VIRGINIA","FLOYD County",1999,62.681,29.94,0.01,0.585,6.012
"544","VIRGINIA","BUCKINGHAM County",1999,72.658,12.921,0.009,0.648,3.979
"545","VIRGINIA","COVINGTON",1999,39.107,6.197,5.344,34.426,13.577
"546","VIRGINIA","WASHINGTON County",1999,57.319,33.431,0.12,2.193,5.987
"547","VIRGINIA","SALEM",1999,10.184,3.069,7.706,48.968,30.051
"548","VIRGINIA","ROANOKE City",1999,9.483,2.334,9.887,51.047,26.717
"549","VIRGINIA","DANVILLE",1999,33.392,6.105,4.516,32.546,20.451
"550","VIRGINIA","CHARLOTTESVILLE",1999,7.614,0.268,6.174,51.96,33.606
"551","VIRGINIA","KING GEORGE County",1999,64.695,18.257,0.145,2.629,5.517
"552","VIRGINIA","HANOVER County",1999,62.056,21.058,0.324,5.129,7.122
"553","VIRGINIA","SALEM City",1999,10.184,3.069,7.706,48.968,30.051
"554","VIRGINIA","PORTSMOUTH",1999,4.606,1.276,9.974,55.798,8.293
"555","VIRGINIA","LUNENBURG County",1999,69.372,15.669,0.037,1.002,4.185
"556","VIRGINIA","SUFFOLK",1999,54.644,25.75,0.274,4.96,4.544
"557","VIRGINIA","ALEXANDRIA",1999,2.26,0.011,17.056,63.767,14.634
"558","VIRGINIA","HENRICO County",1999,38.652,9.882,2.042,26.159,17.05
"559","VIRGINIA","RICHMOND City",1999,9.895,0.057,10.716,53.718,21.828
"560","VIRGINIA","NORTHAMPTON County",1999,14.378,23.176,0.053,2.469,1.364
"561","VIRGINIA","MATHEWS County",1999,55.945,10.242,0.033,2.258,4.364
"562","VIRGINIA","HAMPTON",1999,12.065,0.416,6.587,49.916,11.847
"563","VIRGINIA","FRANKLIN City",1999,35.466,18.545,2.839,27.456,11.929
"564","VIRGINIA","WESTMORELAND County",1999,54.385,27.723,0.047,2.463,4.722
"565","VIRGINIA","LANCASTER County",1999,55.246,20.501,0.065,2.216,6.082
"566","VIRGINIA","MIDDLESEX County",1999,56.174,22.059,0.069,3.052,4.978
"567","VIRGINIA","BRUNSWICK County",1999,68.753,11.163,0.022,1.386,3.891
"568","VIRGINIA","PETERSBURG",1999,30.886,6.202,4.857,41.624,12.566
"569","VIRGINIA","ESSEX County",1999,59.395,24.784,0.071,1.461,3.307
"570","VIRGINIA","CAROLINE County",1999,71.768,13.986,0.044,1.615,4.333
"571","VIRGINIA","ISLE OF WIGHT County",1999,51.564,31.579,0.153,3.182,4.412
"572","VIRGINIA","EMPORIA",1999,34.152,10.234,3.861,33.724,14.3
"573","VIRGINIA","COLONIAL HEIGHTS",1999,20.836,0,5.699,56.717,10.789
"574","VIRGINIA","CHESTERFIELD County",1999,58.733,3.986,0.832,12.745,15.897
"575","VIRGINIA","NEW KENT County",1999,67.832,9.847,0.042,1.912,4.977
"576","VIRGINIA","AMELIA County",1999,67.92,19.789,0.021,0.874,3.883
"577","VIRGINIA","SURRY County",1999,64.321,21.421,0.051,0.912,3.179
"578","VIRGINIA","WILLIAMSBURG",1999,41.57,0.321,1.633,28.658,25.269
"579","VIRGINIA","YORK County",1999,48.897,2.637,0.748,13.769,11.807
"580","VIRGINIA","SUSSEX County",1999,67.294,16.746,0.027,1.557,2.612
"581","VIRGINIA","POQUOSON",1999,13.594,0.056,0.199,16.644,8.052
"582","VIRGINIA","MECKLENBURG County",1999,57.397,20.359,0.088,2.023,4.781
"583","VIRGINIA","MARTINSVILLE",1999,29.272,0.799,5.226,34.681,29.291
"584","VIRGINIA","NEWPORT NEWS",1999,20.648,0.997,7.854,45.059,14.96
"585","VIRGINIA","NOTTOWAY County",1999,66.205,17.245,0.193,2.788,5.023
"586","VIRGINIA","GREENSVILLE County",1999,66.278,18.877,0.039,1.969,2.69
"587","VIRGINIA","NORTHUMBERLAND County",1999,50.544,27.234,0.034,1.866,5.657
"588","VIRGINIA","RICHMOND County",1999,59.795,25.465,0.037,1.493,3.663
"589","VIRGINIA","PRINCE GEORGE County",1999,62.54,14.763,0.16,4.424,4.341
"590","VIRGINIA","JAMES CITY County",1999,54.005,7.42,0.397,8.131,11.73
"591","VIRGINIA","GLOUCESTER County",1999,56.758,11.522,0.079,3.139,5.069
"592","VIRGINIA","WAYNESBORO",1999,21.636,20.512,4.987,34.704,17.969
"593","VIRGINIA","HARRISONBURG",1999,8.382,18.342,7.636,47.433,18.015
"594","VIRGINIA","STAUNTON",1999,17.87,30.908,2.505,28.725,19.678
"595","VIRGINIA","LYNCHBURG",1999,36.844,5.823,3.536,28.386,24.314
"596","VIRGINIA","FREDERICKSBURG",1999,30.158,6.494,4.579,41.809,15.464
"597","VIRGINIA","FALLS CHURCH",1999,0.392,0,9.833,56.093,33.682
"598","VIRGINIA","MANASSAS City",1999,4.413,4.307,7.1,62.994,20.933
"599","VIRGINIA","MANASSAS PARK",1999,24.49,1.668,4.296,46.004,23.105
"600","VIRGINIA","FAIRFAX City",1999,4.763,0,8.255,58.85,28.126
"601","VIRGINIA","BEDFORD City",1999,NA,NA,NA,NA,NA
"602","VIRGINIA","CHARLES CITY",1999,63.493,14.878,0.018,0.761,2.845
"603","VIRGINIA","POWHATAN County",1999,72.837,16.163,0.013,0.867,5.578
"604","VIRGINIA","HOPEWELL",1999,17.214,0.145,9.61,57.371,9.755
"605","VIRGINIA","ACCOMACK County",1999,28.2,22.73,0.088,3.304,2.46
"606","VIRGINIA","WINCHESTER",1999,7.983,7.631,10.544,55.619,18.104
"607","VIRGINIA","NORTON",1999,62.075,0.332,2.223,20.79,11.365
"608","VIRGINIA","BRISTOL",1999,18.933,8.446,6.17,43.406,22.453
"609","VIRGINIA","LEXINGTON",1999,7.325,2.917,2.943,47.756,37.768
"610","VIRGINIA","CUMBERLAND County",1999,72.289,17.206,0.024,0.728,4.04
"611","VIRGINIA","BUENA VISTA",1999,42.389,12.503,2.27,29.912,11.451
"612","VIRGINIA","PRINCE EDWARD County",1999,68.555,18.111,0.083,1.812,5.044
"613","VIRGINIA","GOOCHLAND County",1999,67.372,18.642,0.019,1.539,6.472
"614","VIRGINIA","GALAX",1999,27.255,16.321,4.811,24.186,26.826
"615","VIRGINIA","RADFORD",1999,33.879,8.388,2.402,32.957,18.218
"616","VIRGINIA","FLUVANNA County",1999,70.223,16.388,0.018,0.961,5.955
"617","MARYLAND","WASHINGTON County",1999,39.491,42.052,0.607,7.978,7.469
"618","MARYLAND","FREDERICK County",1999,34.024,49.462,0.455,6.803,8.135
"619","MARYLAND","BALTIMORE County",1999,36.031,23.343,2.231,20.204,13.464
"620","MARYLAND","HARFORD County",1999,40.767,31.627,0.667,9.598,10.74
"621","MARYLAND","CECIL County",1999,37.823,38.383,0.329,5.771,7.848
"622","MARYLAND","MONTGOMERY County",1999,30.256,25.518,1.315,20.78,19.679
"623","MARYLAND","HOWARD County",1999,33.662,28.972,1.207,17.695,17.574
"624","MARYLAND","BALTIMORE CITY",1999,4.236,0.088,25.227,54.46,9.965
"625","MARYLAND","CARROLL County",1999,28.089,53.28,0.277,7.15,10.109
"626","MARYLAND","PRINCE GEORGE'S County",1999,41.055,10.931,2.211,26.171,13.624
"627","MARYLAND","ANNE ARUNDEL County",1999,39.943,10.202,1.736,23.123,14.312
"628","MARYLAND","GARRETT County",1999,72.553,17.028,0.03,1.516,4.72
"629","MARYLAND","ALLEGANY County",1999,77.438,9.079,0.408,4.758,5.858
